lake,timestamp,download_timestamp,ph,temperature,dissolved_ammonia,cod,bod,dissolved_oxygen,turbidity,conductivity,chloride,nitrate,toc,level,level_2
Agara Lake,2023-08-26 12:30:00,2023-08-26 17:30:00,8.07,27.4,1.71,120.68,24.39,6.31,52.94,718.34,16.9,15.69,118.61,2.42,
Varthur Lake,2023-08-26 13:15:00,2023-08-26 18:30:00,7.04,28.6,0.97,540.58,116.14,0.77,31.94,1321.0,247.76,17.79,419.97,1.29,
Bellandhur Lake,2023-08-26 13:30:00,2023-08-26 18:30:00,6.34,27.3,179.89,784.73,220.22,0.77,67.59,1220.0,117.95,22.28,1478.66,1.3,
Agara Lake,2023-08-26 13:30:00,2023-08-26 18:30:00,8.06,28.0,1.76,119.54,24.16,6.35,52.43,718.03,16.74,15.54,117.87,2.42,
Varthur Lake,2023-08-26 14:30:00,2023-08-26 19:30:00,6.74,29.1,4.03,577.32,121.21,0.77,29.41,1323.0,264.53,17.94,438.32,1.29,
Bellandhur Lake,2023-08-26 14:30:00,2023-08-26 19:30:00,6.36,28.1,189.07,734.94,204.59,0.75,63.66,1255.0,114.34,22.36,1342.18,1.3,
Agara Lake,2023-08-26 14:30:00,2023-08-26 19:30:00,8.05,28.0,1.8,122.14,24.69,5.29,53.57,719.78,17.1,15.88,119.58,2.41,
Varthur Lake,2023-08-26 15:30:00,2023-08-26 20:30:00,6.78,29.1,4.28,546.86,123.91,0.77,30.85,1324.0,248.62,15.89,427.23,1.29,
Bellandhur Lake,2023-08-26 15:30:00,2023-08-26 20:30:00,6.35,28.8,169.55,-,-,0.75,-,1334.0,-,-,-,1.3,
Agara Lake,2023-08-26 15:30:00,2023-08-26 20:30:00,8.05,27.7,1.72,120.48,24.35,4.85,52.84,721.25,16.87,15.66,118.5,2.41,
Varthur Lake,2023-08-26 16:30:00,2023-08-26 21:30:00,6.75,29.4,4.93,574.9,116.06,0.77,29.5,1325.0,265.01,20.41,434.63,1.29,
Bellandhur Lake,2023-08-26 16:30:00,2023-08-26 21:30:00,6.3,29.4,163.04,-,-,0.74,-,1293.0,-,-,-,1.3,
Agara Lake,2023-08-26 16:30:00,2023-08-26 21:30:00,8.05,28.1,1.75,123.71,25.0,5.09,54.26,720.57,17.32,16.08,120.64,2.41,
Varthur Lake,2023-08-26 17:30:00,2023-08-26 22:30:00,6.8,29.0,5.56,582.05,118.5,0.77,29.32,1324.0,267.96,19.97,439.03,1.29,
Bellandhur Lake,2023-08-26 17:30:00,2023-08-26 22:30:00,6.28,29.4,160.16,-,-,0.74,-,1217.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:30:00,2023-08-26 22:30:00,8.06,28.1,1.82,121.46,24.54,4.97,53.26,720.87,17.0,15.79,119.14,2.42,
Varthur Lake,2023-08-26 18:30:00,2023-08-26 23:30:00,6.83,28.6,6.01,603.65,122.94,0.77,29.32,1324.0,277.13,18.71,450.76,1.29,
Bellandhur Lake,2023-08-26 18:30:00,2023-08-26 23:30:00,6.24,29.3,170.86,-,-,0.74,-,1186.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-26 23:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-26 19:30:00,2023-08-27 00:30:00,6.89,28.2,5.68,589.11,120.36,0.78,31.59,1324.0,270.91,18.9,442.35,1.29,
Bellandhur Lake,2023-08-26 19:30:00,2023-08-27 00:30:00,6.27,29.3,160.86,1127.19,280.0,0.74,131.78,1206.0,176.08,22.07,2214.15,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 00:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-26,2023-08-27 01:30:00,6.88,28.0,5.34,580.59,120.72,0.78,31.73,1325.0,266.68,18.2,437.85,1.29,20:30:00
Bellandhur Lake,2023-08-26,2023-08-27 01:30:00,6.28,29.2,162.25,571.0,157.84,0.74,46.32,1151.0,97.5,22.36,921.81,1.3,20:30:00
Agara Lake,2023-08-26 17:45:00,2023-08-27 01:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-26 21:30:00,2023-08-27 02:30:00,6.89,27.8,4.99,581.34,124.7,0.78,32.22,1325.0,266.32,16.87,440.47,1.29,
Bellandhur Lake,2023-08-26 21:30:00,2023-08-27 02:30:00,6.27,29.0,167.32,565.43,154.76,0.75,43.19,1132.0,95.29,22.36,891.81,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 02:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-26 22:30:00,2023-08-27 03:30:00,6.95,27.6,4.37,581.99,122.12,0.78,32.45,1325.0,266.89,17.57,440.88,1.29,
Bellandhur Lake,2023-08-26 22:30:00,2023-08-27 03:30:00,6.27,28.5,173.81,537.18,150.65,0.75,48.86,1179.0,99.94,22.43,803.49,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 03:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-26 23:30:00,2023-08-27 04:30:00,6.84,27.5,3.76,579.49,121.31,0.78,32.28,1324.0,266.33,18.98,437.1,1.29,
Bellandhur Lake,2023-08-26 23:30:00,2023-08-27 04:30:00,6.28,28.2,176.1,522.31,147.69,0.75,46.37,1135.0,97.86,22.42,775.75,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 04:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 00:30:00,2023-08-27 05:30:00,6.79,27.5,4.13,605.76,128.24,0.78,31.73,1323.0,277.14,16.29,452.73,1.29,
Bellandhur Lake,2023-08-27 00:30:00,2023-08-27 05:30:00,6.28,28.0,178.94,522.49,144.83,0.76,47.37,1160.0,98.54,22.43,776.79,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 05:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 01:30:00,2023-08-27 06:30:00,6.77,27.4,4.78,605.89,126.28,0.78,31.57,1323.0,277.3,16.02,455.09,1.29,
Bellandhur Lake,2023-08-27 01:30:00,2023-08-27 06:30:00,6.28,27.7,180.03,517.15,145.11,0.76,44.91,1169.0,96.71,22.42,767.85,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 06:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 02:30:00,2023-08-27 07:30:00,6.79,27.2,5.22,635.57,138.47,0.78,30.58,1324.0,289.59,14.69,470.48,1.29,
Bellandhur Lake,2023-08-27 02:30:00,2023-08-27 07:30:00,6.28,27.4,184.16,525.71,146.3,0.76,43.98,1180.0,95.79,22.41,790.91,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 07:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 03:30:00,2023-08-27 08:30:00,6.84,27.2,5.67,681.88,153.78,0.78,27.75,1323.0,309.09,12.18,492.17,1.29,
Bellandhur Lake,2023-08-27 03:30:00,2023-08-27 08:30:00,6.29,27.3,173.92,514.31,145.21,0.76,44.45,1188.0,96.14,22.46,766.45,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 08:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 04:30:00,2023-08-27 09:30:00,6.97,27.0,3.97,620.34,142.17,0.79,30.85,1323.0,280.83,11.83,464.45,1.29,
Bellandhur Lake,2023-08-27 04:30:00,2023-08-27 09:30:00,6.26,27.1,170.54,515.43,142.65,0.77,46.82,1222.0,98.17,22.38,767.77,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 09:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 05:30:00,2023-08-27 10:30:00,7.63,25.7,1.27,597.01,134.23,1.85,31.96,1322.0,271.56,13.69,450.55,1.29,
Bellandhur Lake,2023-08-27 05:30:00,2023-08-27 10:30:00,6.24,27.1,161.55,1036.92,257.62,0.77,110.8,1239.0,156.75,22.02,2096.67,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 10:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 06:30:00,2023-08-27 11:30:00,5.7,25.2,1.14,610.47,136.76,7.4,32.55,1323.0,278.22,15.11,454.76,1.29,
Bellandhur Lake,2023-08-27 06:30:00,2023-08-27 11:30:00,6.27,27.1,157.89,-,-,0.77,-,1249.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 11:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 07:30:00,2023-08-27 12:30:00,4.22,25.1,0.43,584.47,133.21,8.98,31.77,1323.0,266.24,15.65,441.0,1.29,
Bellandhur Lake,2023-08-27 07:30:00,2023-08-27 12:30:00,6.32,27.2,155.81,-,-,0.77,-,1260.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 12:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 08:30:00,2023-08-27 13:30:00,3.72,25.4,0.36,564.77,127.26,9.37,33.49,1323.0,257.52,15.3,433.5,1.29,
Bellandhur Lake,2023-08-27 08:30:00,2023-08-27 13:30:00,6.39,27.5,151.62,-,-,0.76,-,1339.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 13:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 09:30:00,2023-08-27 14:30:00,3.76,26.6,0.41,487.23,102.29,9.78,30.06,1323.0,215.73,3.94,443.81,1.29,
Bellandhur Lake,2023-08-27 09:30:00,2023-08-27 14:30:00,6.46,27.4,145.2,-,-,0.76,-,1340.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 14:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 10:30:00,2023-08-27 15:30:00,3.88,26.8,0.34,539.68,122.66,9.55,34.5,1324.0,246.08,27.31,428.42,1.29,
Bellandhur Lake,2023-08-27 10:30:00,2023-08-27 15:30:00,6.49,27.3,140.63,-,-,0.77,-,1323.0,-,-,-,1.3,
Agara Lake,2023-08-26 17:45:00,2023-08-27 15:30:00,8.06,27.7,1.81,121.33,24.52,4.69,53.2,718.5,16.99,15.77,119.05,2.42,
Varthur Lake,2023-08-27 11:30:00,2023-08-27 16:30:00,3.93,26.9,0.27,578.04,132.93,9.43,33.81,1323.0,264.13,33.06,443.36,1.29,
Bellandhur Lake,2023-08-27 11:30:00,2023-08-27 16:30:00,6.47,27.3,157.47,-,-,0.77,-,1367.0,-,-,-,1.3,
Agara Lake,2023-08-27 11:30:00,2023-08-27 16:30:00,8.02,27.1,1.67,121.58,24.57,3.5,53.32,722.94,17.02,15.81,119.15,2.41,
Varthur Lake,2023-08-27 12:30:00,2023-08-27 17:30:00,5.45,27.7,0.2,567.87,124.73,5.56,33.11,1325.0,259.7,27.83,440.59,1.29,
Bellandhur Lake,2023-08-27 12:30:00,2023-08-27 17:30:00,6.56,27.2,115.42,567.55,159.85,0.77,38.75,1323.0,93.33,22.34,989.18,1.3,
Agara Lake,2023-08-27 12:30:00,2023-08-27 17:30:00,8.02,27.8,1.72,121.45,24.55,5.32,53.27,720.22,17.0,15.79,119.08,2.41,
Varthur Lake,2023-08-27 13:30:00,2023-08-27 18:30:00,7.46,28.3,0.3,632.25,141.89,0.84,30.34,1326.0,287.7,19.99,467.43,1.29,
Bellandhur Lake,2023-08-27 13:30:00,2023-08-27 18:30:00,6.44,27.3,149.8,587.97,167.39,0.77,49.4,1280.0,101.33,22.39,995.72,1.3,
Agara Lake,2023-08-27 13:30:00,2023-08-27 18:30:00,8.03,28.1,1.81,122.07,24.67,5.61,53.54,718.25,17.09,15.87,119.49,2.41,
Varthur Lake,2023-08-27 14:30:00,2023-08-27 19:30:00,7.1,28.9,0.63,621.58,137.8,0.78,30.07,1328.0,283.61,18.93,458.18,1.29,
Bellandhur Lake,2023-08-27 14:30:00,2023-08-27 19:30:00,6.35,28.1,175.54,653.2,175.82,0.76,46.76,1186.0,98.4,22.33,1177.81,1.3,
Agara Lake,2023-08-27 14:30:00,2023-08-27 19:30:00,8.03,28.4,1.88,121.94,24.65,6.33,53.48,715.55,17.07,15.85,119.41,2.41,
Varthur Lake,2023-08-27 15:30:00,2023-08-27 20:30:00,7.05,29.0,0.76,598.04,125.91,0.77,29.81,1328.0,275.0,22.46,441.14,1.29,
Bellandhur Lake,2023-08-27 15:30:00,2023-08-27 20:30:00,6.36,28.4,184.62,688.01,191.31,0.75,52.71,1226.0,103.64,22.35,1229.93,1.3,
Agara Lake,2023-08-27 15:30:00,2023-08-27 20:30:00,8.03,28.1,1.82,122.39,24.73,5.09,53.67,719.06,17.13,15.91,119.7,2.41,
Varthur Lake,2023-08-27 16:30:00,2023-08-27 21:30:00,7.12,28.9,0.6,586.28,123.86,0.77,29.64,1328.0,269.4,20.99,436.87,1.29,
Bellandhur Lake,2023-08-27 16:00:00,2023-08-27 21:30:00,6.36,28.6,182.46,581.78,163.44,0.75,51.88,1239.0,102.48,22.47,944.01,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-27 21:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27 17:30:00,2023-08-27 22:30:00,7.16,28.8,0.65,591.93,124.02,0.77,30.22,1327.0,272.39,22.18,438.91,1.29,
Bellandhur Lake,2023-08-27 16:00:00,2023-08-27 22:30:00,6.36,28.6,182.46,581.78,163.44,0.75,51.88,1239.0,102.48,22.47,944.01,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-27 22:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27 18:30:00,2023-08-27 23:30:00,7.15,28.5,0.82,605.63,127.61,0.78,29.89,1328.0,278.88,22.5,444.38,1.29,
Bellandhur Lake,2023-08-27 16:00:00,2023-08-27 23:30:00,6.36,28.6,182.46,581.78,163.44,0.75,51.88,1239.0,102.48,22.47,944.01,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-27 23:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27 19:30:00,2023-08-28 00:30:00,7.16,28.0,1.0,589.23,124.64,0.78,31.24,1327.0,271.65,22.82,434.59,1.29,
Bellandhur Lake,2023-08-27 19:30:00,2023-08-28 00:30:00,6.31,28.8,145.12,-,-,0.75,-,1119.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 00:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27,2023-08-28 01:30:00,7.17,27.8,1.15,600.2,126.15,0.78,32.37,1328.0,276.84,22.55,438.29,1.29,20:30:00
Bellandhur Lake,2023-08-27,2023-08-28 01:30:00,6.33,28.7,139.6,-,-,0.75,-,1169.0,-,-,-,1.3,20:30:00
Agara Lake,2023-08-27 15:45:00,2023-08-28 01:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27 21:30:00,2023-08-28 02:30:00,7.17,27.6,1.2,592.03,125.28,0.78,33.58,1327.0,273.03,22.27,436.37,1.29,
Bellandhur Lake,2023-08-27 21:30:00,2023-08-28 02:30:00,6.33,28.5,145.66,-,-,0.75,-,1061.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 02:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27 22:30:00,2023-08-28 03:30:00,7.18,27.5,1.27,592.71,127.04,0.78,33.13,1327.0,272.72,20.66,436.14,1.29,
Bellandhur Lake,2023-08-27 22:30:00,2023-08-28 03:30:00,6.32,28.2,151.26,-,-,0.75,-,1156.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 03:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-27 23:30:00,2023-08-28 04:30:00,7.19,27.5,1.31,581.75,124.97,0.78,33.27,1327.0,267.68,20.5,431.46,1.29,
Bellandhur Lake,2023-08-27 23:30:00,2023-08-28 04:30:00,6.33,28.0,154.34,622.59,164.47,0.76,45.38,1136.0,95.18,22.34,1055.79,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 04:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 00:30:00,2023-08-28 05:30:00,7.19,27.4,1.31,589.85,127.89,0.78,33.23,1326.0,271.48,20.36,433.65,1.29,
Bellandhur Lake,2023-08-28 00:30:00,2023-08-28 05:30:00,6.33,27.8,163.97,652.56,173.31,0.76,48.77,1184.0,98.4,22.42,1123.92,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 05:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 01:30:00,2023-08-28 06:30:00,7.19,27.3,1.27,572.21,122.88,0.79,34.14,1327.0,263.54,20.3,427.86,1.29,
Bellandhur Lake,2023-08-28 01:30:00,2023-08-28 06:30:00,6.3,27.5,178.41,686.23,186.7,0.77,52.56,1193.0,101.2,22.41,1214.93,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 06:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 02:30:00,2023-08-28 07:30:00,7.22,27.2,1.19,558.78,123.21,0.79,33.22,1326.0,255.81,17.54,426.73,1.29,
Bellandhur Lake,2023-08-28 02:30:00,2023-08-28 07:30:00,6.28,27.3,187.44,688.47,175.23,0.77,45.58,1138.0,94.77,22.36,1239.83,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 07:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 03:30:00,2023-08-28 08:30:00,7.27,27.1,1.05,526.6,114.18,0.79,35.49,1327.0,242.36,20.02,406.96,1.29,
Bellandhur Lake,2023-08-28 03:30:00,2023-08-28 08:30:00,6.29,27.1,177.49,687.09,181.81,0.77,53.81,1134.0,102.68,22.38,1225.49,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 08:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 04:30:00,2023-08-28 09:30:00,7.65,26.5,0.8,519.46,114.02,0.99,35.51,1325.0,239.0,19.84,403.86,1.29,
Bellandhur Lake,2023-08-28 04:30:00,2023-08-28 09:30:00,6.25,27.0,170.38,606.98,166.22,0.77,56.71,1169.0,105.24,22.43,1002.96,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 09:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 05:30:00,2023-08-28 10:30:00,7.73,24.9,1.3,519.16,113.69,2.85,35.54,1326.0,239.41,21.15,402.63,1.29,
Bellandhur Lake,2023-08-28 05:30:00,2023-08-28 10:30:00,6.23,27.0,171.54,-,-,0.77,-,1121.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 10:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 06:30:00,2023-08-28 11:30:00,6.69,24.7,0.03,520.09,114.87,8.56,35.32,1326.0,239.34,20.83,402.54,1.29,
Bellandhur Lake,2023-08-28 06:30:00,2023-08-28 11:30:00,6.27,27.1,172.26,-,-,0.77,-,1117.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 11:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 07:30:00,2023-08-28 12:30:00,4.81,25.4,0.03,511.95,114.8,9.26,36.08,1326.0,235.56,20.98,399.31,1.29,
Bellandhur Lake,2023-08-28 07:30:00,2023-08-28 12:30:00,6.31,27.3,175.16,-,-,0.77,-,1197.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 12:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 08:30:00,2023-08-28 13:30:00,4.32,25.5,0.1,527.57,119.39,9.59,34.65,1327.0,241.73,20.62,414.29,1.29,
Bellandhur Lake,2023-08-28 08:30:00,2023-08-28 13:30:00,6.41,27.4,157.13,-,-,0.76,-,1228.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 13:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 09:30:00,2023-08-28 14:30:00,4.15,25.9,0.26,538.92,125.38,9.85,36.21,1327.0,246.45,24.48,418.86,1.29,
Bellandhur Lake,2023-08-28 09:30:00,2023-08-28 14:30:00,6.44,27.4,158.18,-,-,0.77,-,1252.0,-,-,-,1.3,
Agara Lake,2023-08-27 15:45:00,2023-08-28 14:30:00,8.03,28.1,1.81,122.7,24.8,4.98,53.82,720.0,17.18,15.95,119.89,2.41,
Varthur Lake,2023-08-28 10:30:00,2023-08-28 15:30:00,4.72,26.7,0.52,547.62,125.94,8.77,35.57,1327.0,251.21,27.47,421.17,1.29,
Bellandhur Lake,2023-08-28 10:30:00,2023-08-28 15:30:00,6.46,27.4,162.12,-,-,0.77,-,1194.0,-,-,-,1.3,
Agara Lake,2023-08-28 10:30:00,2023-08-28 15:30:00,8.04,26.8,1.78,122.05,24.67,4.67,53.53,721.69,17.09,15.87,119.46,2.41,
Varthur Lake,2023-08-28 11:15:00,2023-08-28 16:30:00,5.32,27.3,0.61,533.75,120.19,7.27,35.24,1327.0,245.21,24.57,412.91,1.29,
Bellandhur Lake,2023-08-28 11:30:00,2023-08-28 16:30:00,6.45,27.2,154.72,-,-,0.77,-,1264.0,-,-,-,1.3,
Agara Lake,2023-08-28 11:30:00,2023-08-28 16:30:00,8.05,27.4,1.83,125.04,25.27,5.87,54.84,720.63,17.51,16.26,121.44,2.41,
Varthur Lake,2023-08-28 12:30:00,2023-08-28 17:30:00,8.05,26.8,0.31,514.03,116.92,1.33,35.21,1330.0,236.14,21.74,399.19,1.29,
Bellandhur Lake,2023-08-28 12:30:00,2023-08-28 17:30:00,6.35,27.0,172.26,-,-,0.77,-,1137.0,-,-,-,1.3,
Agara Lake,2023-08-28 12:30:00,2023-08-28 17:30:00,8.05,27.5,1.84,126.55,25.57,6.31,55.49,718.36,17.72,16.45,122.46,2.41,
Varthur Lake,2023-08-28 13:30:00,2023-08-28 18:30:00,7.38,28.8,0.3,517.43,115.03,0.78,35.33,1330.0,238.68,23.33,398.27,1.29,
Bellandhur Lake,2023-08-28 13:30:00,2023-08-28 18:30:00,6.36,27.8,176.52,-,-,0.76,-,1099.0,-,-,-,1.3,
Agara Lake,2023-08-28 13:30:00,2023-08-28 18:30:00,8.04,28.0,1.86,127.5,25.75,6.19,55.87,718.57,17.85,16.57,123.14,2.41,
Varthur Lake,2023-08-28 14:30:00,2023-08-28 19:30:00,7.27,29.3,0.32,545.96,117.99,0.77,32.04,1331.0,252.3,24.09,410.18,1.29,
Bellandhur Lake,2023-08-28 14:30:00,2023-08-28 19:30:00,6.36,28.4,178.6,651.95,183.41,0.75,50.47,1195.0,101.47,22.44,1107.54,1.3,
Agara Lake,2023-08-28 14:30:00,2023-08-28 19:30:00,8.03,28.1,1.89,128.25,25.91,5.37,56.22,721.28,17.96,16.67,123.61,2.41,
Varthur Lake,2023-08-28 15:30:00,2023-08-28 20:30:00,7.29,29.7,0.33,530.96,114.0,0.77,33.39,1333.0,245.41,23.76,404.55,1.29,
Bellandhur Lake,2023-08-28 15:30:00,2023-08-28 20:30:00,6.35,29.1,159.94,1106.39,271.61,0.75,93.13,1242.0,140.72,22.15,2264.15,1.3,
Agara Lake,2023-08-28 15:30:00,2023-08-28 20:30:00,8.03,28.2,1.91,126.35,25.55,5.29,55.44,720.82,17.69,16.42,122.28,2.41,
Varthur Lake,2023-08-28 16:30:00,2023-08-28 21:30:00,7.44,29.7,0.3,534.48,112.69,0.78,32.49,1333.0,247.28,23.51,406.96,1.29,
Bellandhur Lake,2023-08-28 16:30:00,2023-08-28 21:30:00,6.3,29.8,160.14,686.54,179.7,0.74,60.16,1216.0,107.85,22.35,1162.89,1.3,
Agara Lake,2023-08-28 16:30:00,2023-08-28 21:30:00,8.03,28.3,1.94,129.24,26.13,5.24,56.7,721.4,18.09,16.8,124.2,2.41,
Varthur Lake,2023-08-28 17:30:00,2023-08-28 22:30:00,7.65,29.1,0.21,528.69,109.81,0.84,32.18,1334.0,244.83,23.72,404.88,1.29,
Bellandhur Lake,2023-08-28 17:30:00,2023-08-28 22:30:00,6.28,29.9,149.69,766.07,200.07,0.74,60.38,1215.0,108.33,22.33,1392.3,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-28 22:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-28 18:30:00,2023-08-28 23:30:00,8.06,28.0,0.04,523.89,109.24,0.92,32.97,1332.0,242.27,22.82,404.2,1.29,
Bellandhur Lake,2023-08-28 18:30:00,2023-08-28 23:30:00,6.27,29.9,146.87,-,-,0.74,-,1167.0,-,-,-,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-28 23:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-28 19:30:00,2023-08-29 00:30:00,8.0,26.8,0.13,511.96,111.1,0.91,34.37,1327.0,236.13,22.01,398.72,1.29,
Bellandhur Lake,2023-08-28 19:30:00,2023-08-29 00:30:00,6.26,29.8,158.76,1367.03,306.44,0.74,0.0,1064.0,35.01,20.91,3504.43,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 00:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-28,2023-08-29 01:30:00,7.79,27.8,0.19,521.1,112.81,0.8,34.15,1331.0,240.25,20.94,405.23,1.29,20:30:00
Bellandhur Lake,2023-08-28,2023-08-29 01:30:00,6.26,29.4,164.91,1734.38,-,0.74,0.0,1086.0,4.02,-,4474.72,1.3,20:30:00
Agara Lake,2023-08-28 17:00:00,2023-08-29 01:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
