stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on,outlet_flow,inlet_flow
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120616,-,-
Hennur 1MLD TTP,2023-12-06 16:00:00,7.47,26.20,1.99,2.99,23.80,4.0,4.9,5.19,4.17,0.40,2023120616,-,-
4_MLD_Madiwala_STP,2023-12-06 14:30:00,7.74,24.50,1.15,3.34,37.24,1.25,8.19,9.31,-,-,2023120616,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120616,-,-
20Mld KR Puram STP New,2023-12-06 15:45:00,8.05,-,2.64,3.11,41.65,6.38,6.81,9.06,-,-,2023120616,3.24,10.25
10 MLD STP HULIMAVU,2023-12-06 15:45:00,7.46,-,6.89,5.66,29.52,1.77,3.93,1.20,-,-,2023120616,4.15,7.09
2MLD Ulsoor STP,2023-12-06 16:30:00,7.44,26.20,0.37,1.85,32.76,4.59,5.24,6.55,4.68,-,2023120617,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 16:45:00,7.5,23.00,0.37,3.3,28.17,4.56,4.49,12.16,2.96,-,2023120617,-,-
KADUGODI 6 MLD STP,2023-12-06 17:00:00,7.81,26.00,0.4,3.49,36.48,6.96,8.43,6.54,2.36,-,2023120617,-,-
HORAMAVU 20 MLD,2023-12-06 16:45:00,7.63,27.70,1.03,4.1,37.06,7.82,9.19,4.60,4.12,-,2023120617,-,-
K AND C VALLEY 60 MLD,2023-12-06 16:45:00,6.9,26.90,0.63,3.8,51.96,12.77,18.47,11.50,5.23,-,2023120617,-,-
NAGASANDRA 20 MLD,2023-12-06 16:45:00,7.67,25.90,0.87,3.48,25.35,5.94,5.49,6.08,3.89,-,2023120617,-,-
RAJACANAL 40 MLD,2023-12-06 16:45:00,7.65,26.00,0.88,4.1,28.55,3.59,4.12,8.07,4.22,-,2023120617,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 17:00:00,7.24,26.80,0.54,2.14,51.88,4.82,3.93,4.77,-0.56,-,2023120617,-,-
BELLANDUR 90 MLD,2023-12-06 16:45:00,7.81,26.00,0.57,1.6,27.03,4.45,7.09,5.41,3.19,-,2023120617,-,-
DODDABELE 20 MLD,2023-12-06 16:45:00,7.13,26.30,0.84,5.7,45.86,7.73,12.84,11.13,4.28,-,2023120617,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 16:45:00,7.41,23.10,1.68,2.52,55.60,10.37,16.41,6.48,7.13,-,2023120617,-,-
4MLD Cubbon Park TTP,2023-12-06 17:00:00,6.94,27.80,0.69,4.71,17.33,1.21,0.94,5.03,3.45,-,2023120617,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120617,-,-
STP Sarakki 5 MLD,2023-12-06 16:45:00,7.92,27.00,0.56,1.12,18.85,5.03,6.06,3.77,-,-,2023120617,-,-
Mailasandra STP 75 MLD,2023-12-06 16:45:00,7.55,23.20,7.24,13.03,45.23,7.77,18.89,13.73,2.69,-,2023120617,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120617,-,-
KR Puram STP 20 MLD,2023-12-06 17:00:00,7.05,25.20,1.48,2.96,70.05,6.36,89.1,9.81,3.78,-,2023120617,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120617,-,-
35MLD Agaram STP,2023-12-06 17:00:00,7.14,25.40,0.83,3.4,29.27,5.0,4.57,6.43,-,-,2023120617,-,-
Chikka_Bagur_5_MLD_STP,2023-12-06 01:30:00,7.68,26.30,4.5,9.0,44.10,7.1,9.0,14.20,-,-,2023120617,-,-
Yelahanka 10MLD TTP,2023-12-06 17:00:00,7.32,24.70,2.12,5.98,37.90,12.0,13.9,7.56,3.04,0.20,2023120617,-,-
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120617,-,-
Hennur 1MLD TTP,2023-12-06 17:00:00,7.49,26.30,2.03,3.05,24.00,4.1,5.0,5.20,4.16,0.41,2023120617,-,-
4_MLD_Madiwala_STP,2023-12-06 16:15:00,7.76,24.60,1.08,3.13,34.28,2.44,3.51,8.57,-,-,2023120617,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120617,-,-
20Mld KR Puram STP New,2023-12-06 16:45:00,8.05,-,2.64,3.11,41.65,6.38,6.81,9.06,-,-,2023120617,3.24,10.25
10 MLD STP HULIMAVU,2023-12-06 16:45:00,7.46,-,6.89,5.66,29.52,1.77,3.93,1.20,-,-,2023120617,4.31,7.97
2MLD Ulsoor STP,2023-12-06 17:30:00,7.29,26.30,0.37,1.85,32.13,4.5,5.14,6.43,4.59,-,2023120618,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 17:45:00,7.52,22.90,0.37,3.3,28.18,4.56,4.5,11.96,2.96,-,2023120618,-,-
KADUGODI 6 MLD STP,2023-12-06 18:00:00,7.81,25.70,0.4,3.47,36.66,6.95,9.04,6.51,2.36,-,2023120618,-,-
HORAMAVU 20 MLD,2023-12-06 17:45:00,7.64,27.80,1.03,4.1,37.08,7.83,9.21,4.74,4.12,-,2023120618,-,-
K AND C VALLEY 60 MLD,2023-12-06 17:45:00,6.89,26.80,0.63,3.8,52.16,12.72,18.67,11.24,5.23,-,2023120618,-,-
NAGASANDRA 20 MLD,2023-12-06 17:45:00,7.67,25.70,0.75,3.0,25.90,6.01,5.58,5.67,3.86,-,2023120618,-,-
RAJACANAL 40 MLD,2023-12-06 17:45:00,7.66,25.90,0.88,4.1,28.57,3.59,4.13,8.08,4.22,-,2023120618,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 18:00:00,7.17,26.57,0.53,2.13,62.72,4.73,4.28,4.71,1.81,-,2023120618,-,-
BELLANDUR 90 MLD,2023-12-06 17:45:00,7.82,25.90,0.56,1.6,27.04,4.45,7.14,5.41,3.14,-,2023120618,-,-
DODDABELE 20 MLD,2023-12-06 17:45:00,7.08,26.20,0.84,5.7,45.65,7.71,12.45,11.09,4.25,-,2023120618,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 17:45:00,7.08,23.90,1.69,2.54,55.06,10.68,16.34,7.39,2.81,-,2023120618,-,-
4MLD Cubbon Park TTP,2023-12-06 18:00:00,6.96,27.90,0.69,4.71,17.32,1.21,0.94,5.02,3.45,-,2023120618,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120618,-,-
STP Sarakki 5 MLD,2023-12-06 17:45:00,7.94,27.10,0.56,1.12,18.86,5.05,6.1,3.77,-,-,2023120618,-,-
Mailasandra STP 75 MLD,2023-12-06 17:45:00,7.55,22.70,7.24,13.03,45.25,7.78,18.87,13.61,2.66,-,2023120618,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120618,-,-
KR Puram STP 20 MLD,2023-12-06 17:00:00,7.05,25.20,1.48,2.96,70.05,6.36,89.1,9.81,3.78,-,2023120618,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120618,-,-
35MLD Agaram STP,2023-12-06 18:00:00,6.97,25.40,0.83,3.4,28.58,4.88,4.57,6.27,-,-,2023120618,-,-
Chikka_Bagur_5_MLD_STP,2023-12-06 01:30:00,7.68,26.30,4.5,9.0,44.10,7.1,9.0,14.20,-,-,2023120618,-,-
Yelahanka 10MLD TTP,2023-12-06 18:00:00,7.32,24.70,2.13,5.95,38.40,12.1,13.9,7.66,3.04,0.20,2023120618,-,-
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120618,-,-
Hennur 1MLD TTP,2023-12-06 18:00:00,7.5,26.30,1.95,2.93,23.90,4.0,5.0,5.20,4.16,0.39,2023120618,-,-
4_MLD_Madiwala_STP,2023-12-06 18:00:00,7.76,24.60,1.09,3.16,34.29,2.44,3.52,8.57,-,-,2023120618,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120618,-,-
20Mld KR Puram STP New,2023-12-06 17:45:00,8.05,-,2.64,3.11,41.65,6.38,6.81,9.06,-,-,2023120618,4.11,10.25
10 MLD STP HULIMAVU,2023-12-06 17:45:00,7.45,-,4.36,4.26,21.61,1.29,3.59,1.20,-,-,2023120618,4.93,8.75
2MLD Ulsoor STP,2023-12-06 18:30:00,7.29,26.30,0.37,1.85,31.71,4.44,5.07,6.34,4.53,-,2023120619,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 18:45:00,7.48,22.90,0.36,3.3,28.15,4.57,4.49,12.24,2.88,-,2023120619,-,-
KADUGODI 6 MLD STP,2023-12-06 19:00:00,7.79,25.70,0.4,3.41,36.67,6.96,8.94,6.53,2.36,-,2023120619,-,-
HORAMAVU 20 MLD,2023-12-06 18:45:00,7.63,27.80,1.04,4.2,37.08,7.84,9.19,4.73,4.16,-,2023120619,-,-
K AND C VALLEY 60 MLD,2023-12-06 18:45:00,6.92,23.30,0.6,3.7,55.86,12.44,29.67,10.70,4.98,-,2023120619,-,-
NAGASANDRA 20 MLD,2023-12-06 18:45:00,7.67,25.50,0.73,2.92,26.80,5.16,5.69,3.65,3.83,-,2023120619,-,-
RAJACANAL 40 MLD,2023-12-06 18:45:00,7.65,25.80,0.88,4.1,28.56,3.59,4.13,8.10,4.22,-,2023120619,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 18:45:00,7.18,26.61,0.53,2.13,48.23,4.79,3.86,4.74,-0.62,-,2023120619,-,-
BELLANDUR 90 MLD,2023-12-06 18:45:00,7.82,25.80,0.56,1.6,27.01,4.43,6.87,5.40,3.14,-,2023120619,-,-
DODDABELE 20 MLD,2023-12-06 18:45:00,7.02,26.00,0.84,5.9,45.40,7.78,11.74,11.18,4.21,-,2023120619,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 18:45:00,7.07,24.00,1.76,2.64,55.78,10.86,16.33,7.99,3.16,-,2023120619,-,-
4MLD Cubbon Park TTP,2023-12-06 19:00:00,6.96,27.90,0.69,4.71,17.33,1.21,0.94,5.03,3.45,-,2023120619,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120619,-,-
STP Sarakki 5 MLD,2023-12-06 18:45:00,7.95,27.00,0.57,1.14,18.86,5.05,6.09,3.77,-,-,2023120619,-,-
Mailasandra STP 75 MLD,2023-12-06 18:45:00,7.55,22.50,7.24,13.03,45.25,7.8,18.88,13.69,3.03,-,2023120619,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120619,-,-
KR Puram STP 20 MLD,2023-12-06 17:00:00,7.05,25.20,1.48,2.96,70.05,6.36,89.1,9.81,3.78,-,2023120619,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120619,-,-
35MLD Agaram STP,2023-12-06 19:00:00,7.19,25.10,0.82,3.36,29.48,5.03,4.51,6.47,-,-,2023120619,-,-
Chikka_Bagur_5_MLD_STP,2023-12-06 01:30:00,7.68,26.30,4.5,9.0,44.10,7.1,9.0,14.20,-,-,2023120619,-,-
Yelahanka 10MLD TTP,2023-12-06 19:00:00,7.34,24.70,2.17,6.03,39.00,12.7,14.4,7.77,3.04,0.20,2023120619,-,-
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120619,-,-
Hennur 1MLD TTP,2023-12-06 19:00:00,7.51,26.30,2.01,3.01,24.20,4.1,5.0,5.20,4.16,0.40,2023120619,-,-
4_MLD_Madiwala_STP,2023-12-06 18:00:00,7.76,24.60,1.09,3.16,34.29,2.44,3.52,8.57,-,-,2023120619,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120619,-,-
20Mld KR Puram STP New,2023-12-06 18:45:00,8.05,-,2.64,3.11,41.65,6.38,6.81,9.06,-,-,2023120619,18.58,17.50
10 MLD STP HULIMAVU,2023-12-06 18:45:00,7.45,-,4.36,4.26,21.61,1.29,3.59,1.20,-,-,2023120619,5.02,9.50
2MLD Ulsoor STP,2023-12-06 19:30:00,7.29,26.20,0.37,1.85,31.22,4.37,5.0,6.24,4.46,-,2023120620,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 19:45:00,7.49,22.80,0.36,3.3,28.20,4.58,4.5,12.15,2.88,-,2023120620,-,-
KADUGODI 6 MLD STP,2023-12-06 20:00:00,7.77,25.70,0.4,3.4,36.55,6.97,8.61,6.55,2.36,-,2023120620,-,-
HORAMAVU 20 MLD,2023-12-06 19:45:00,7.62,27.70,1.04,4.2,37.04,7.82,9.17,4.59,4.16,-,2023120620,-,-
K AND C VALLEY 60 MLD,2023-12-06 19:45:00,7.02,22.80,0.43,3.9,55.07,12.37,28.9,10.45,3.57,-,2023120620,-,-
NAGASANDRA 20 MLD,2023-12-06 19:45:00,7.64,25.30,0.74,2.96,27.68,6.36,5.86,5.96,3.79,-,2023120620,-,-
RAJACANAL 40 MLD,2023-12-06 19:45:00,7.64,25.90,0.88,4.1,28.56,3.6,4.12,8.11,4.22,-,2023120620,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 20:00:00,7.19,26.63,0.53,2.13,56.39,4.74,4.24,4.75,-0.53,-,2023120620,-,-
BELLANDUR 90 MLD,2023-12-06 19:45:00,7.82,25.70,0.56,1.6,27.01,4.44,6.91,5.40,3.14,-,2023120620,-,-
DODDABELE 20 MLD,2023-12-06 19:45:00,7.03,25.90,0.84,5.9,45.07,7.7,11.2,11.09,4.22,-,2023120620,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 19:45:00,7.07,23.90,1.86,2.79,57.34,10.7,17.14,7.30,3.41,-,2023120620,-,-
4MLD Cubbon Park TTP,2023-12-06 20:00:00,6.95,27.90,0.69,4.72,17.33,1.22,0.94,5.03,3.45,-,2023120620,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120620,-,-
STP Sarakki 5 MLD,2023-12-06 19:45:00,7.95,26.90,0.56,1.12,18.87,5.06,6.1,3.77,-,-,2023120620,-,-
Mailasandra STP 75 MLD,2023-12-06 19:45:00,7.53,22.30,7.24,13.04,45.27,7.8,18.85,13.49,2.23,-,2023120620,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120620,-,-
KR Puram STP 20 MLD,2023-12-06 19:30:00,7.03,24.90,1.65,3.3,73.05,3.29,102.79,10.23,3.69,-,2023120620,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120620,-,-
35MLD Agaram STP,2023-12-06 20:00:00,7.23,25.30,0.82,3.36,29.64,5.06,4.51,6.51,-,-,2023120620,-,-
Chikka_Bagur_5_MLD_STP,2023-12-06 01:30:00,7.68,26.30,4.5,9.0,44.10,7.1,9.0,14.20,-,-,2023120620,-,-
Yelahanka 10MLD TTP,2023-12-06 20:00:00,7.35,24.70,2.19,6.1,38.80,12.7,14.4,7.76,3.04,0.20,2023120620,-,-
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120620,-,-
Hennur 1MLD TTP,2023-12-06 20:00:00,7.52,26.40,1.99,2.99,24.30,4.1,5.0,5.22,4.16,0.40,2023120620,-,-
4_MLD_Madiwala_STP,2023-12-06 19:45:00,7.77,24.50,1.1,3.19,34.30,2.29,3.53,8.57,-,-,2023120620,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120620,-,-
20Mld KR Puram STP New,2023-12-06 19:45:00,8.03,-,3.95,3.99,41.38,6.38,6.83,8.89,-,-,2023120620,19.33,17.88
10 MLD STP HULIMAVU,2023-12-06 19:30:00,7.45,-,4.36,4.26,21.61,1.29,3.59,1.20,-,-,2023120620,5.87,10.12
2MLD Ulsoor STP,2023-12-06 20:30:00,7.29,26.20,0.38,1.9,30.80,4.31,4.93,6.16,4.40,-,2023120621,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 20:45:00,7.5,22.90,0.36,3.3,28.17,4.58,4.49,12.29,2.88,-,2023120621,-,-
KADUGODI 6 MLD STP,2023-12-06 21:00:00,7.86,25.70,0.4,3.34,36.76,6.96,9.32,6.52,2.36,-,2023120621,-,-
HORAMAVU 20 MLD,2023-12-06 20:45:00,7.63,27.70,1.03,4.3,37.15,7.84,9.23,4.68,4.12,-,2023120621,-,-
K AND C VALLEY 60 MLD,2023-12-06 20:45:00,6.82,22.10,0.34,4.0,56.09,12.31,30.46,10.03,2.82,-,2023120621,-,-
NAGASANDRA 20 MLD,2023-12-06 20:45:00,7.65,25.10,0.83,3.32,28.09,6.7,5.95,6.55,3.77,-,2023120621,-,-
RAJACANAL 40 MLD,2023-12-06 20:45:00,7.64,25.90,0.88,4.1,28.56,3.59,4.12,8.11,4.22,-,2023120621,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 21:00:00,7.15,26.49,0.53,2.12,55.79,4.75,4.21,4.74,1.52,-,2023120621,-,-
BELLANDUR 90 MLD,2023-12-06 20:45:00,7.82,25.70,0.56,1.6,27.02,4.44,7.04,5.40,3.14,-,2023120621,-,-
DODDABELE 20 MLD,2023-12-06 20:45:00,7.15,25.80,0.84,5.9,44.99,7.64,11.18,11.10,4.29,-,2023120621,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 20:45:00,7.07,23.90,1.94,2.91,59.00,10.32,19.1,6.56,3.20,-,2023120621,-,-
4MLD Cubbon Park TTP,2023-12-06 21:00:00,6.97,27.90,0.69,4.72,17.34,1.22,0.94,5.03,3.45,-,2023120621,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120621,-,-
STP Sarakki 5 MLD,2023-12-06 20:45:00,7.97,27.00,0.57,1.14,18.87,5.07,6.12,3.77,-,-,2023120621,-,-
Mailasandra STP 75 MLD,2023-12-06 20:45:00,7.48,22.10,7.24,13.03,45.25,7.79,18.87,13.77,0.67,-,2023120621,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120621,-,-
KR Puram STP 20 MLD,2023-12-06 19:30:00,7.03,24.90,1.65,3.3,73.05,3.29,102.79,10.23,3.69,-,2023120621,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120621,-,-
35MLD Agaram STP,2023-12-06 21:00:00,7.2,25.20,0.82,3.36,29.52,5.04,4.51,6.48,-,-,2023120621,-,-
Chikka_Bagur_5_MLD_STP,2023-12-06 01:30:00,7.68,26.30,4.5,9.0,44.10,7.1,9.0,14.20,-,-,2023120621,-,-
Yelahanka 10MLD TTP,2023-12-06 21:00:00,7.35,24.60,2.2,6.16,39.00,10.3,11.8,7.72,3.04,0.20,2023120621,-,-
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120621,-,-
Hennur 1MLD TTP,2023-12-06 21:00:00,7.52,26.40,1.93,2.89,24.30,4.2,5.0,5.22,4.15,0.39,2023120621,-,-
4_MLD_Madiwala_STP,2023-12-06 19:45:00,7.77,24.50,1.1,3.19,34.30,2.29,3.53,8.57,-,-,2023120621,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120621,-,-
20Mld KR Puram STP New,2023-12-06 20:45:00,8.03,-,3.95,3.99,41.38,6.38,6.83,8.89,-,-,2023120621,19.33,18.62
10 MLD STP HULIMAVU,2023-12-06 20:45:00,7.45,-,4.36,4.26,21.61,1.29,3.59,1.20,-,-,2023120621,5.87,11.06
2MLD Ulsoor STP,2023-12-06 21:30:00,7.28,26.10,0.37,1.85,30.31,4.24,4.85,6.06,4.33,-,2023120622,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 21:45:00,7.47,22.90,0.36,3.3,28.17,4.58,4.49,12.38,2.88,-,2023120622,-,-
KADUGODI 6 MLD STP,2023-12-06 22:00:00,7.82,25.70,0.4,3.3,36.75,6.95,9.27,6.51,2.36,-,2023120622,-,-
HORAMAVU 20 MLD,2023-12-06 21:45:00,7.64,27.80,1.03,4.3,37.17,7.84,9.25,4.66,4.12,-,2023120622,-,-
K AND C VALLEY 60 MLD,2023-12-06 21:45:00,6.75,22.50,0.35,4.0,56.31,12.41,30.63,10.35,2.90,-,2023120622,-,-
NAGASANDRA 20 MLD,2023-12-06 21:45:00,7.68,25.10,0.93,3.72,30.84,5.95,7.01,5.69,3.77,-,2023120622,-,-
RAJACANAL 40 MLD,2023-12-06 21:45:00,7.65,25.90,0.88,4.1,28.56,3.59,4.12,8.09,4.22,-,2023120622,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 22:00:00,7.18,26.58,0.53,2.13,59.54,4.71,4.36,4.71,-0.52,-,2023120622,-,-
BELLANDUR 90 MLD,2023-12-06 21:45:00,7.83,25.60,0.55,1.6,27.01,4.43,6.87,5.40,3.08,-,2023120622,-,-
DODDABELE 20 MLD,2023-12-06 21:45:00,7.19,25.80,0.84,5.9,45.08,7.63,11.32,11.16,4.31,-,2023120622,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 21:45:00,7.05,23.90,1.99,2.99,57.51,10.45,17.98,7.08,3.22,-,2023120622,-,-
4MLD Cubbon Park TTP,2023-12-06 22:00:00,6.98,28.00,0.69,4.71,17.34,1.21,0.95,5.03,3.45,-,2023120622,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120622,-,-
STP Sarakki 5 MLD,2023-12-06 21:45:00,7.95,27.00,0.59,1.18,18.88,5.08,6.15,3.78,-,-,2023120622,-,-
Mailasandra STP 75 MLD,2023-12-06 21:45:00,7.45,22.00,7.24,13.03,45.24,7.8,18.89,13.83,0.26,-,2023120622,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120622,-,-
KR Puram STP 20 MLD,2023-12-06 21:45:00,7.03,24.80,1.68,3.36,69.35,6.97,80.78,9.71,3.71,-,2023120622,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120622,-,-
35MLD Agaram STP,2023-12-06 22:00:00,7.19,25.20,0.81,3.32,29.48,5.03,4.45,6.47,-,-,2023120622,-,-
Chikka_Bagur_5_MLD_STP,2023-12-06 01:30:00,7.68,26.30,4.5,9.0,44.10,7.1,9.0,14.20,-,-,2023120622,-,-
Yelahanka 10MLD TTP,2023-12-06 22:00:00,7.35,24.60,2.21,6.19,38.50,11.3,13.0,7.73,3.05,0.20,2023120622,-,-
40MLD OLD Rajacanal STP,2023-12-06 09:30:00,7.54,23.30,2.8,9.24,26.10,6.7,7.4,6.53,9.80,1.40,2023120622,-,-
Hennur 1MLD TTP,2023-12-06 21:00:00,7.52,26.40,1.93,2.89,24.30,4.2,5.0,5.22,4.15,0.39,2023120622,-,-
4_MLD_Madiwala_STP,2023-12-06 19:45:00,7.77,24.50,1.1,3.19,34.30,2.29,3.53,8.57,-,-,2023120622,-,-
150MLD STP_K&C valley,2023-12-06 10:35:00,7.53,-,3.55,1.83,-,6.38,8.81,-,-,1.88,2023120622,-,-
20Mld KR Puram STP New,2023-12-06 21:45:00,8.03,-,3.95,3.99,41.38,6.38,6.83,8.89,-,-,2023120622,19.33,19.00
10 MLD STP HULIMAVU,2023-12-06 21:30:00,7.45,-,4.36,4.26,21.61,1.29,3.59,1.20,-,-,2023120622,8.86,8.69
2MLD Ulsoor STP,2023-12-06 22:30:00,7.28,26.10,0.37,1.85,29.89,4.18,4.78,5.98,4.27,-,2023120623,-,-
CHIKKABANAVARA 5 MLD,2023-12-06 22:45:00,7.48,22.80,0.36,3.3,28.19,4.57,4.49,12.10,2.88,-,2023120623,-,-
KADUGODI 6 MLD STP,2023-12-06 23:00:00,7.78,25.90,0.4,3.29,36.55,6.97,8.58,6.55,2.36,-,2023120623,-,-
HORAMAVU 20 MLD,2023-12-06 22:45:00,7.65,27.90,1.04,4.4,37.14,7.83,9.23,4.52,4.16,-,2023120623,-,-
K AND C VALLEY 60 MLD,2023-12-06 22:45:00,6.73,22.60,0.31,4.2,56.75,12.38,31.39,9.99,2.57,-,2023120623,-,-
NAGASANDRA 20 MLD,2023-12-06 22:45:00,7.68,24.90,0.94,3.76,30.91,6.24,6.91,6.02,3.73,-,2023120623,-,-
RAJACANAL 40 MLD,2023-12-06 22:45:00,7.65,25.90,0.88,4.1,28.58,3.59,4.15,8.10,4.22,-,2023120623,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-06 23:00:00,7.17,26.55,0.53,2.12,53.56,4.73,4.16,4.72,-0.74,-,2023120623,-,-
BELLANDUR 90 MLD,2023-12-06 22:45:00,7.82,25.60,0.55,1.6,27.01,4.46,6.94,5.40,3.08,-,2023120623,-,-
DODDABELE 20 MLD,2023-12-06 22:45:00,7.21,25.70,0.84,6.0,45.19,7.63,11.47,11.15,4.33,-,2023120623,-,-
NAGASANDRA OLD 20 MLD,2023-12-06 22:45:00,7.51,22.60,2.38,3.57,58.52,10.29,18.93,6.98,6.85,-,2023120623,-,-
4MLD Cubbon Park TTP,2023-12-06 23:00:00,7.01,28.00,0.69,4.71,17.33,1.21,0.94,5.03,3.45,-,2023120623,-,-
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023120623,-,-
STP Sarakki 5 MLD,2023-12-06 22:45:00,7.94,26.90,0.57,1.14,18.87,5.07,6.15,3.77,-,-,2023120623,-,-
Mailasandra STP 75 MLD,2023-12-06 22:45:00,7.43,21.90,7.24,13.03,45.25,7.8,18.88,13.82,0.00,-,2023120623,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023120623,-,-
KR Puram STP 20 MLD,2023-12-06 22:30:00,7.02,24.80,1.71,3.42,71.39,7.44,89.32,9.99,3.69,-,2023120623,-,-
1.5 MLD Lalbagh TTP,2023-12-05 15:52:30,7.4,25.90,0.75,3.71,17.81,1.32,0.94,4.15,2.76,-,2023120623,-,-
